seed,orig_beta1,orig_Lspec1,orig_C81,orig_Mcen1,rad_beta1,rad_Lspec1,rad_C81,rad_Mcen1,lmatch_beta1,lmatch_Lspec1,lmatch_C81,lmatch_Mcen1,sham_beta1,sham_Lspec1,sham_C81,sham_Mcen1
2001,0.5718171719332861,1.260136648432768,13.048152923583984,0.01953125,0.7272106031074697,0.9419176783270304,14.469711303710938,0.029296875,0.6543441567838033,0.9853745886651017,14.358821868896484,0.0166015625,0.5803724128355396,1.2525432501298168,11.913818359375,0.01171875
2006,0.5896817427991776,1.2647582938157984,12.891841888427734,0.029296875,0.7059470497920478,0.9267572704524205,15.04470443725586,0.0263671875,0.66264078979716,0.972338926535075,12.816162109375,0.0244140625,0.5975083347082015,1.2535708377397055,12.682369232177734,0.0283203125
2003,0.6077525324537725,1.365174702531337,20.01076889038086,0.021484375,0.7281911324904802,1.0003743232764877,15.85103988647461,0.0556640625,0.6917791600856464,1.043801653355911,15.82406234741211,0.0322265625,0.5766488583348754,1.3756848524767316,18.920150756835938,0.0166015625
2007,0.5320531064048415,1.1458260151296895,30.40499496459961,0.0361328125,0.6531581699760423,0.8355106828054384,34.24034118652344,0.0615234375,0.5482724418885643,0.8700607079189204,28.799179077148438,0.0439453125,0.4904708206025369,1.1342890481639978,30.811996459960938,0.04296875
2004,0.4895950960775106,1.136736886793998,40.77952575683594,0.064453125,0.6759072716184003,0.8269533743589299,36.24717712402344,0.0712890625,0.5679390926682428,0.8587991198418921,38.62388610839844,0.03125,0.5101568712008393,1.1239478888269485,37.234981536865234,0.046875
2000,0.5593460016329301,1.2284946726931751,22.237533569335938,0.0546875,0.6900931243139095,0.9175103145627728,32.42995834350586,0.0439453125,0.6231061117282168,0.9525985730200055,26.341609954833984,0.0390625,0.5556320101169889,1.2344665582620284,25.06789779663086,0.052734375
2005,0.4894019150111534,1.3140751501823473,25.52791976928711,0.013671875,0.6586929388062487,0.9653661180086303,26.458126068115234,0.052734375,0.5914971081603603,0.9967291633445635,21.34759521484375,0.04296875,0.5078032616100817,1.3167618160495707,24.180538177490234,0.021484375
2008,0.5194183062252873,1.376067612688883,27.22323226928711,0.017578125,0.682095908420792,1.0012597533103316,24.944564819335938,0.05078125,0.5807930797379763,1.0407698731096269,25.546859741210938,0.02734375,0.5093705258105288,1.386873853882875,29.75057601928711,0.0107421875
2002,0.5668814750573168,1.313372906559842,18.150741577148438,0.0263671875,0.6957979689831222,0.9764888143988435,20.758895874023438,0.041015625,0.6292583377788328,1.0115603989335362,15.651840209960938,0.0244140625,0.5416130937646462,1.3153738472711127,17.75844955444336,0.03515625
2010,0.5286289195040961,1.1830723845098863,22.738143920898438,0.0517578125,0.685373290840831,0.8760916237921736,29.938594818115234,0.046875,0.569797054522495,0.9105349969612482,27.35546875,0.04296875,0.538314804207185,1.165773113739713,23.90383529663086,0.0625
2009,0.519626346571834,1.1041146497209477,26.880550384521484,0.03125,0.6858776478848565,0.8050151728612932,22.08004379272461,0.0400390625,0.5877186306683703,0.8411590618089377,24.78363037109375,0.0322265625,0.526446282625499,1.124429948551969,27.230224609375,0.01953125
2013,0.5815706960022098,1.209678818989432,21.871944427490234,0.0078125,0.6882759663729432,0.877375688708056,25.570785522460938,0.021484375,0.6320218232330401,0.9158096932634119,21.607234954833984,0.009765625,0.5479183361243458,1.203996359459435,21.929550170898438,0.017578125
2012,0.5616141691471611,1.2789646093094698,17.114925384521484,0.0390625,0.7157578802580963,0.9579739287159377,18.580795288085938,0.0380859375,0.6127014043669152,0.9964023801234698,18.91790771484375,0.0341796875,0.5620917354029856,1.25145763809063,18.75149154663086,0.044921875
2011,0.4908367852698744,1.21255612694543,24.48977279663086,0.0283203125,0.6676133894269466,0.8796045143998359,29.394287109375,0.0380859375,0.600045750566959,0.9083552837782227,21.898422241210938,0.0234375,0.5398358579990631,1.2058110761215077,30.552730560302734,0.017578125
2015,0.493310801039771,1.3430332547119044,28.37417221069336,0.0185546875,0.654912927362377,1.022270988420197,33.919063568115234,0.0458984375,0.5792573658091345,1.0574836665962035,26.38467025756836,0.0224609375,0.5047146082083313,1.339586471389278,25.551876068115234,0.013671875
2014,0.5872468871258935,1.2959071865458582,16.177059173583984,0.0478515625,0.7014424814662105,0.9748076674275433,20.095027923583984,0.021484375,0.6643896755967198,1.01035260972074,14.03109359741211,0.0302734375,0.5910865054239922,1.3063733738455061,17.446151733398438,0.03515625
2016,0.5338627018408112,1.3482803508738324,18.828975677490234,0.041015625,0.6932025485500335,1.0033070212197552,20.407958984375,0.03515625,0.6074597566402385,1.0446098069405845,18.18490219116211,0.0341796875,0.5558323084270993,1.3478515498833703,20.949153900146484,0.0439453125
2017,0.6367216509103197,1.3175496723266988,17.33901596069336,0.0380859375,0.745808054935069,0.9702326111920501,16.44985580444336,0.0439453125,0.68002698862672,0.9997635728584007,15.847225189208984,0.0556640625,0.6133927325738082,1.325429408226754,19.809066772460938,0.0419921875
2019,0.5745700677730963,1.312485595525715,14.988643646240234,0.0048828125,0.7063412606782916,0.9579197012805725,18.056381225585938,0.0263671875,0.6804411727199162,1.001592408199479,15.74258041381836,0.0029296875,0.5750161399556328,1.3166079180642634,15.0654296875,0.0048828125
2018,0.5333195108354483,1.1883470112959311,23.827693939208984,0.03515625,0.7014473730035939,0.8585125779350711,25.753841400146484,0.0458984375,0.6066274511746814,0.8898173001442709,27.598129272460938,0.0185546875,0.5576080052496002,1.1792315217976208,22.391952514648438,0.0361328125
2024,0.5435769371453174,1.355034879712172,24.85219955444336,0.015625,0.7166277831280027,1.0019570663505442,24.918025970458984,0.05078125,0.6286824508895745,1.0411995092397033,26.14544677734375,0.0361328125,0.5433102610808617,1.3643221197663393,25.489364624023438,0.0068359375
2022,0.49023945002927405,1.2822415243762693,33.255672454833984,0.041015625,0.6587780274607894,0.9624397721718492,36.3115234375,0.037109375,0.5807853050647891,0.9933724275956586,30.128662109375,0.0302734375,0.46833926486748256,1.2871735773848414,32.18899154663086,0.048828125
2020,0.47326019837634714,1.3553838930322304,23.11245346069336,0.0107421875,0.6575008770004516,0.994967857043977,21.052486419677734,0.033203125,0.5917113128689755,1.0334347170948017,18.437435150146484,0.0244140625,0.4977040860404237,1.3405930412435418,17.299068450927734,0.0263671875
2021,0.47278644095832356,1.1740465339300492,26.941390991210938,0.013671875,0.6585112844180555,0.8627486359105826,24.341609954833984,0.025390625,0.5641151524690509,0.8966334687230473,25.150497436523438,0.0146484375,0.4843395012647512,1.1722390649794658,28.63863754272461,0.017578125
2023,0.53667392375193,1.1412439238705248,27.8701171875,0.0556640625,0.7002592770325595,0.8370295912559864,25.901962280273438,0.068359375,0.6146990108852006,0.8715920928936279,30.960189819335938,0.044921875,0.5534621653899257,1.1604983228761605,31.737533569335938,0.048828125
2025,0.5388101156405429,1.3644741478728335,27.848506927490234,0.0087890625,0.6615618022045752,1.0133292372352283,27.517574310302734,0.0185546875,0.6184301275707241,1.0459892460777926,22.16854476928711,0.0087890625,0.5223337640686294,1.381878957668635,29.950069427490234,0.00390625
2026,0.5532450223135527,1.3881911467997128,13.96004867553711,0.02734375,0.6966088683847493,1.0236090048636632,14.92751693725586,0.0224609375,0.650497086515972,1.0630540324833035,12.424129486083984,0.0126953125,0.5410688484626837,1.386868398174429,15.02907943725586,0.029296875
2028,0.5446145540635601,1.1991057096147442,29.87982177734375,0.025390625,0.6606222969881959,0.8841639314995342,33.11534118652344,0.0263671875,0.6280972187652782,0.9161329380160983,23.756099700927734,0.0166015625,0.5204552879956192,1.213375345718483,26.275497436523438,0.0361328125
2030,0.5740416302936172,1.2200262620205649,15.851009368896484,0.01953125,0.702079894898461,0.893576146987756,17.69183349609375,0.0576171875,0.6553960111605901,0.9320429361664719,15.19622802734375,0.033203125,0.5350699174793195,1.214665984162464,16.90743637084961,0.0224609375
2031,0.4734608331359712,1.1520833621578235,30.38399887084961,0.033203125,0.6532939821466832,0.8403077463959139,28.71575927734375,0.0634765625,0.5627683842177278,0.872052961022171,32.341552734375,0.0517578125,0.48192714210810583,1.1597402641238894,32.20599365234375,0.0322265625
2029,0.6248827147042111,1.3008022047935002,22.18423080444336,0.0244140625,0.7147334854463303,0.9453580806520664,29.73318099975586,0.033203125,0.6682578222524895,0.9812650284159835,17.837646484375,0.04296875,0.6122652097205021,1.306835082905926,21.670272827148438,0.0224609375
2027,0.5536382470995217,1.1788570501728712,20.098739624023438,0.0205078125,0.6857022105488395,0.8339504844965593,20.611568450927734,0.0185546875,0.6535188692149736,0.8610471252096203,16.87026596069336,0.0244140625,0.5775209028803084,1.1766556337309084,19.31640625,0.0068359375
2034,0.5998713286324286,1.3089659677708787,21.95577621459961,0.0087890625,0.7026702315043056,0.9758286358559577,17.29296875,0.0546875,0.6549392479526421,1.0147617758404457,16.282100677490234,0.0185546875,0.5932853576677208,1.3000574570705412,19.86593246459961,0.0048828125
2032,0.5988682476852241,1.33788129387827,11.791194915771484,0.0185546875,0.7039270684771497,0.9757129916121808,18.999008178710938,0.0517578125,0.6764345237852172,1.0119133900408817,14.6630859375,0.0390625,0.5922375139144553,1.3210052348781,12.828720092773438,0.0185546875
2033,0.5323106161211545,1.2197019031614817,23.624862670898438,0.025390625,0.6772920117035184,0.8935786378232909,28.3740234375,0.029296875,0.5875353438591172,0.9346188316222588,25.56826400756836,0.0234375,0.5543618903559538,1.2200290738810957,23.202880859375,0.0224609375
2035,0.5478986930912236,1.2727878760481561,23.292953491210938,0.0439453125,0.7108225159238092,0.9609336312450549,22.425399780273438,0.0771484375,0.5838442524021661,0.9965867175886081,26.054672241210938,0.0576171875,0.5374610761453054,1.270088171121996,21.285140991210938,0.0361328125
2037,0.5793780580699137,1.290215714472748,21.26046371459961,0.0322265625,0.6874762383480353,0.9639791501603094,34.21792221069336,0.0390625,0.6110182106275908,1.0004279539132686,17.77474594116211,0.033203125,0.561940682060571,1.3040499965908094,18.58510971069336,0.0263671875
2038,0.5416786759747374,1.0725869414706306,29.47894287109375,0.0205078125,0.6765209964728617,0.7922378301844927,23.8662109375,0.0458984375,0.5948306450395553,0.8266858026464005,27.731796264648438,0.025390625,0.5448014947059094,1.0678921611673606,25.166732788085938,0.0107421875
2039,0.524658474433964,1.3897522726347804,22.051631927490234,0.0166015625,0.6914305147444475,1.0212990634820978,23.3623046875,0.041015625,0.611048605011789,1.0674228282916063,24.361141204833984,0.0185546875,0.4965952417912035,1.405295644914332,22.476318359375,0.0205078125
2036,0.4783068241831474,1.2503654999493727,23.441390991210938,0.0146484375,0.6299252323176183,0.9257246546917441,31.40960693359375,0.0166015625,0.5526690459515606,0.9573111997217896,21.71868896484375,0.0224609375,0.47545334861063426,1.2597959256044398,26.011703491210938,0.0185546875
2040,0.542067262439641,1.2403746248761895,21.51748275756836,0.01171875,0.6728686754093867,0.9112573773317362,23.17425537109375,0.0205078125,0.614070827713131,0.9531011446232418,24.005672454833984,0.0146484375,0.5527558674615598,1.2535277204910504,21.302425384521484,0.01171875
2043,0.45102712173471804,1.2581894006018857,39.27581787109375,0.0234375,0.646519174758702,0.9312990544649247,37.255001068115234,0.0478515625,0.5189807139154837,0.9706226068108945,30.137569427490234,0.041015625,0.4271974105575147,1.2643749181449495,36.630001068115234,0.0205078125
2041,0.5633916118881379,1.2993031313553618,20.29561996459961,0.0234375,0.7126157710436258,0.9392071616905053,24.60073471069336,0.044921875,0.6680674549243216,0.9797683387159689,22.998764038085938,0.0146484375,0.5517473250686801,1.2939033730554592,20.645004272460938,0.02734375
2042,0.522487509903323,1.2368343489269507,18.265193939208984,0.0087890625,0.6649357094897278,0.8903156597747103,19.769100189208984,0.0234375,0.6131154020167621,0.9263911521447402,19.01507568359375,0.009765625,0.510612146936662,1.2448879474398322,18.66644287109375,0.0234375
2044,0.5572741570616593,1.1974016820526816,21.88802719116211,0.017578125,0.672590195407478,0.8896162234898166,27.616756439208984,0.0224609375,0.6273686076679132,0.9195818880873274,20.539913177490234,0.017578125,0.5332462134691562,1.239431275104769,25.12240219116211,0.0087890625
2045,0.5462331916737458,1.287371123608986,14.411865234375,0.013671875,0.7059487952173321,0.959332496637297,18.462646484375,0.0439453125,0.6371832012843192,0.997890632832096,14.641952514648438,0.0185546875,0.5341416572315608,1.2936149166216968,14.72552490234375,0.0126953125
2046,0.476904482419128,1.3139879677876212,24.20504379272461,0.0556640625,0.6463462782746977,0.9963038762682201,22.179443359375,0.0634765625,0.5584984957617034,1.0289581384221755,26.671493530273438,0.0400390625,0.47530006892564225,1.2937705166005269,26.4375,0.04296875
2049,0.5634298881942272,1.2382584851770275,25.17425537109375,0.013671875,0.7103819156817248,0.8794988035885808,26.48958969116211,0.029296875,0.6490330604667168,0.9124677972232912,20.7890625,0.0185546875,0.5757345238313415,1.2653244644130233,25.20730209350586,0.013671875
2047,0.5508494686272236,1.116338595999293,22.79836654663086,0.01953125,0.7319685654351651,0.7967663914926746,22.81667709350586,0.0537109375,0.6236535802937495,0.8346633854002339,19.97259521484375,0.03515625,0.5477231555107805,1.119520354425245,20.76363754272461,0.0283203125
2048,0.5572937256362926,1.2402114078185067,16.883907318115234,0.0224609375,0.6854985381101013,0.9007353735383131,23.864376068115234,0.03515625,0.647191031003752,0.9379605722535718,18.769515991210938,0.021484375,0.5354506587999557,1.262910025634867,20.711788177490234,0.0166015625
2050,0.49174227111202284,1.3640189474847075,26.679672241210938,0.0615234375,0.6369339329237931,1.0004098474470045,43.33050537109375,0.0986328125,0.5224887045582934,1.0322837902427373,40.820068359375,0.0947265625,0.4816172897616988,1.3550644281290236,21.9375,0.052734375
2051,0.5046112848707964,1.3581956667357105,22.493148803710938,0.04296875,0.6647558802211465,1.0446049488443692,18.141586303710938,0.044921875,0.6040499725552526,1.0830765429845237,17.720932006835938,0.0361328125,0.519272414530158,1.3407767125926708,18.64642333984375,0.05078125
2052,0.5122001840320626,1.2385132808201154,28.911922454833984,0.0126953125,0.6754005545326545,0.9051694437003485,28.652328491210938,0.009765625,0.6150654660967317,0.9311161038487762,23.76302719116211,0.0400390625,0.528895204581797,1.2412490835622458,30.870956420898438,0.0185546875
2053,0.42187491572645386,1.2354784788099729,40.09515380859375,0.0166015625,0.6222186463333914,0.9303115714620211,35.871150970458984,0.0400390625,0.5152439139289682,0.9550307672231492,31.839599609375,0.0390625,0.44241312768394014,1.2377244133050014,38.19826889038086,0.01171875
2054,0.5414647783706993,1.3092725064332642,20.412349700927734,0.0341796875,0.6817221680692671,0.9656356470052103,24.66280746459961,0.0517578125,0.6215792214877096,1.0023177481188619,20.15472412109375,0.041015625,0.5282385232389801,1.3216158355102117,20.780818939208984,0.04296875
2056,0.5365662371734788,1.2965515242555994,23.954219818115234,0.0068359375,0.680218201971343,0.9596067827962665,33.46836853027344,0.013671875,0.6330938300544876,0.9929276937042619,23.01089096069336,0.01953125,0.5263441010887124,1.28451884269656,25.490951538085938,0.0068359375
2055,0.5268781747986888,1.296097290993289,24.970077514648438,0.001953125,0.6639311108916416,0.967445592265254,26.449275970458984,0.00390625,0.5946643857454514,0.9999096342260534,21.40291976928711,0.0068359375,0.5302036401665529,1.2969979401797156,24.111080169677734,0.0146484375
2057,0.5232487616484163,1.2221846895001023,28.386474609375,0.0146484375,0.7011794097278063,0.8858367534446305,26.105453491210938,0.01953125,0.6159906812015432,0.9204820377665679,21.440170288085938,0.0205078125,0.5078102910710733,1.2290142740447367,23.85732650756836,0.01953125
2058,0.5553937185861083,1.2496622192242235,20.51089096069336,0.017578125,0.6960305628177703,0.911775569052188,20.02370834350586,0.0283203125,0.6181353088164534,0.946445233947852,17.911006927490234,0.025390625,0.5583559545465239,1.2582694207241532,17.94198226928711,0.0205078125
2059,0.5381823503162695,1.2866988840213844,21.366943359375,0.060546875,0.6735432976917584,0.9628452241695735,25.450862884521484,0.091796875,0.6152922532596667,0.9989158873104218,20.538681030273438,0.04296875,0.5618777140207422,1.2890465321853841,19.825984954833984,0.046875
2060,0.5746635572426737,1.4189334547220405,22.05532455444336,0.0224609375,0.7016419231304285,1.0227462451542635,23.74514389038086,0.044921875,0.6490877646098061,1.0660377187691406,21.984848022460938,0.0126953125,0.5787694889850896,1.4124856927663014,20.48870849609375,0.0146484375
2061,0.5489892759602331,1.3502319552807793,18.5146484375,0.0234375,0.7139542181777967,0.9761539067290976,19.65374755859375,0.037109375,0.6616520216387853,1.0207979983912923,17.171371459960938,0.0302734375,0.5309107348591369,1.3423249142787883,18.375595092773438,0.02734375
2062,0.4436449771596188,1.2798579715554474,34.91219711303711,0.041015625,0.6351821722664754,0.9367613238587469,48.76766586303711,0.0576171875,0.5240062525149642,0.9673540214836847,31.49557113647461,0.06640625,0.4716426510888331,1.2574296158776268,37.25594711303711,0.05859375
2063,0.5338546607400789,1.3648231386976784,21.49636459350586,0.0263671875,0.6941380698236332,0.9935834606252625,24.774288177490234,0.0498046875,0.6328155323434556,1.0299236893859662,22.482112884521484,0.03515625,0.5675664649828212,1.3503822723058179,22.572372436523438,0.0400390625
2064,0.48255185045825166,1.3029022260717573,30.54055404663086,0.009765625,0.6441593245168746,0.9700605505929036,26.27145004272461,0.0146484375,0.6161991249125814,0.9899770667184152,20.06097412109375,0.009765625,0.46555627867576665,1.312717190418514,28.663997650146484,0.0087890625
2065,0.5744015607546362,1.4085325750908493,12.90975570678711,0.001953125,0.6997275949262022,1.0463254753661198,13.48562240600586,0.017578125,0.6968741167772425,1.0838858725444993,10.884506225585938,0.00390625,0.5734324755332783,1.4057754083904395,12.992294311523438,0.001953125
2068,0.5518749697286087,1.2255635475322837,24.282577514648438,0.0244140625,0.6719510603722152,0.9259500089557464,34.68276596069336,0.01953125,0.6284411088709402,0.9625048949106845,31.026107788085938,0.013671875,0.5199461819762714,1.2169347158806452,31.024765014648438,0.017578125
2067,0.5114844782778551,1.2568476594948534,28.078125,0.017578125,0.6918759616604817,0.9208602852894989,28.845394134521484,0.05078125,0.6069215965044561,0.9511412846536224,21.702880859375,0.037109375,0.5203599387971012,1.2671731654242455,24.617172241210938,0.0224609375
2066,0.5605914295103722,1.3487838157291736,18.640193939208984,0.0341796875,0.7055252912810634,0.990166210154164,17.70968246459961,0.052734375,0.6325143852231425,1.0265278853654816,18.107112884521484,0.0390625,0.5484669652793743,1.3502715799433045,16.59640121459961,0.0322265625
2069,0.5208911863082528,1.2952046769214538,20.582504272460938,0.0205078125,0.6893604791458018,0.9721956606320885,19.72943115234375,0.056640625,0.5768846080361499,1.015488221753774,20.005001068115234,0.0224609375,0.5271069084677191,1.2963200690738406,18.383285522460938,0.0185546875
2070,0.5482526705861841,1.2903101602490243,24.642391204833984,0.0390625,0.6972134214660974,0.9503590980094028,26.222640991210938,0.0517578125,0.624656439191143,0.9879970939210563,22.28274154663086,0.033203125,0.5574198461669213,1.3031765890051523,24.33388900756836,0.01953125
2071,0.55500934554702,1.1087936421532048,16.30706787109375,0.0205078125,0.6998642511831428,0.8050208223363615,21.786861419677734,0.0595703125,0.658171149429274,0.8398289108480885,18.42214584350586,0.0302734375,0.571915696827827,1.1154433319210013,15.554622650146484,0.029296875
2072,0.5580097689090364,1.3694967782616487,14.126693725585938,0.0107421875,0.7180601582286539,1.0207825031365139,13.9287109375,0.0107421875,0.6530600974485257,1.0639162662718396,11.4453125,0.01171875,0.5576624222459471,1.3608536610949225,12.095333099365234,0.0107421875
2073,0.5025321851150049,1.1227188079281212,31.70062255859375,0.015625,0.6570633799724888,0.8252833846124317,28.554134368896484,0.046875,0.5492767369318754,0.8582764778467126,33.24497985839844,0.017578125,0.5083224130859454,1.123291559380818,29.9521484375,0.0146484375
2075,0.51938536367621,1.361633119304018,23.16714096069336,0.04296875,0.6914670626466252,0.9895722711449289,20.32904052734375,0.0458984375,0.5672188556517612,1.0282177210897343,23.688594818115234,0.0341796875,0.5388467674082731,1.3676965859727042,22.85247802734375,0.0400390625
2077,0.5489060083965649,1.3557966078241634,20.86904525756836,0.0205078125,0.6763036438781254,1.0230853638964863,24.835872650146484,0.01953125,0.633959343578945,1.0548277344002188,22.298641204833984,0.0244140625,0.5565500924676889,1.3374862938930323,17.81243896484375,0.017578125
2076,0.5134977771821914,1.2688200699608516,25.054306030273438,0.02734375,0.670595583948667,0.9266191383924003,29.3662109375,0.0537109375,0.5969129576708669,0.9645161733716995,25.69332504272461,0.0263671875,0.5017440174476069,1.2778382730718454,26.378524780273438,0.021484375
2074,0.491573091303792,1.2549362021968424,22.862899780273438,0.052734375,0.661565026693824,0.9387775784932828,27.556331634521484,0.0791015625,0.5770741464451367,0.9721637319349641,24.619247436523438,0.0458984375,0.47964748137658275,1.234455804292729,23.745346069335938,0.0556640625
2078,0.5217463561381377,1.4389611181015343,26.52145004272461,0.015625,0.6948472039568305,1.0698963811313906,24.56832504272461,0.0283203125,0.5796588030249755,1.1018411134191575,24.038314819335938,0.033203125,0.5238107888318726,1.4279954367210457,26.023422241210938,0.0244140625
2079,0.5726213230334176,1.3606886430733456,20.61077880859375,0.01953125,0.6842527063197565,1.0158277354474063,24.12933349609375,0.029296875,0.6273620231630688,1.050724504685637,16.599960327148438,0.037109375,0.5458392197769601,1.3808497932445534,25.06454086303711,0.0068359375
2080,0.5721301824243703,1.3165540262008384,21.708126068115234,0.0078125,0.6934535889308473,0.9774552131377509,27.489990234375,0.017578125,0.6532860744074612,1.0109599009274874,26.27337646484375,0.0048828125,0.5739222131393338,1.3086721763437548,20.74740219116211,0.0224609375
2081,0.5443915529701839,1.2994558916492243,29.74483871459961,0.03125,0.6964563218758064,0.9706770165952401,29.326412200927734,0.0556640625,0.6067761406428835,1.0027606763720716,23.58651351928711,0.0400390625,0.5529944809464378,1.286845327048581,24.69057846069336,0.044921875
2082,0.5630906466720442,1.3090779544908746,19.19720458984375,0.005859375,0.7036723925361092,0.9678876069431179,14.16744613647461,0.0166015625,0.6428536163844132,1.017437015591602,20.77484130859375,0.00390625,0.5856282505988795,1.2933632219859121,17.802242279052734,0.0087890625
2084,0.5647682684241127,1.260270378854257,24.205795288085938,0.013671875,0.6559938998718958,0.9356641046445827,26.364990234375,0.0380859375,0.5914480987696407,0.971360804462912,20.284774780273438,0.0244140625,0.5582113141868805,1.2724139739463727,23.422969818115234,0.0078125
2083,0.5285270191651396,1.3082639301971097,19.64510726928711,0.0439453125,0.6855410513129292,0.9830621394575916,28.362899780273438,0.056640625,0.5901960765094254,1.0217652668927886,20.345394134521484,0.0419921875,0.5086729215804658,1.3410463096709253,20.733993530273438,0.044921875
2086,0.5017071019477166,1.333677709778235,22.769515991210938,0.0322265625,0.6631031082440089,0.9810556945859501,23.187362670898438,0.052734375,0.5575639064307027,1.0106346520594534,20.7333984375,0.0458984375,0.49138970503946533,1.3462342500360927,25.370956420898438,0.0322265625
2087,0.5042999052932406,1.2912621874378525,23.570297241210938,0.02734375,0.6453182619278564,0.9279963972048182,36.195068359375,0.0341796875,0.6010129619521248,0.9611194129768289,23.499618530273438,0.046875,0.5011857511498301,1.2839612478195932,25.304672241210938,0.0234375
2085,0.5686801754332738,1.3081950085695357,19.122554779052734,0.0107421875,0.6843351931218988,0.9405372325927475,23.078964233398438,0.03515625,0.6454039033283179,0.9845080673090475,13.82171630859375,0.0205078125,0.5645034375026353,1.2950184434933352,21.0234375,0.0224609375
2088,0.5531868323613018,1.2615541514635744,26.91598129272461,0.0166015625,0.6604607346863474,0.9450677548053557,26.77926254272461,0.04296875,0.5871957619377207,0.9819645113280304,20.048641204833984,0.04296875,0.5453705607256264,1.258736964477037,26.15420150756836,0.0224609375
2089,0.5073542660933357,1.3364902141652706,27.42572021484375,0.017578125,0.6614295858724681,0.9997093140528961,34.02920150756836,0.0751953125,0.5817383282326132,1.0319775138685294,33.306636810302734,0.0341796875,0.49323723880169235,1.3467294648914507,31.574203491210938,0.0126953125
2093,0.4434994138126477,1.234648126103002,27.28188705444336,0.078125,0.6145861715292653,0.8972334210308051,25.427490234375,0.0927734375,0.4956724183416584,0.932118421330697,26.97774887084961,0.0634765625,0.4330174696517757,1.2319572965385797,28.727645874023438,0.06640625
2091,0.512114957248062,1.1762359425158682,41.36155700683594,0.04296875,0.6433470244850139,0.8772162929358189,48.15374755859375,0.03515625,0.5691423393154934,0.9051313164941965,42.28945541381836,0.044921875,0.5180033997073301,1.1686538388876573,33.988887786865234,0.03515625
2090,0.6142853983487073,1.404910700621575,13.351924896240234,0.01953125,0.723883825847581,1.0395585950621804,15.691829681396484,0.048828125,0.7086797251800154,1.0809345248491338,11.95644760131836,0.0234375,0.5986211916210276,1.4033853214726588,15.900985717773438,0.013671875
2092,0.4713263341376668,1.2195673512426009,35.548824310302734,0.021484375,0.6454011620181014,0.9043374531445298,37.09560775756836,0.025390625,0.5641823751180094,0.9330008277593134,34.109130859375,0.021484375,0.4941071176934655,1.2221869669957748,35.58779525756836,0.01953125
2095,0.5412965348985052,1.2335869086840985,29.802490234375,0.033203125,0.6498242216967807,0.9144108421132102,40.443050384521484,0.05078125,0.6378858105926031,0.9375755506591004,30.116683959960938,0.03515625,0.5500619690110262,1.2203095870780551,34.18565368652344,0.041015625
2094,0.577033105704089,1.2482140687979397,27.66351318359375,0.03515625,0.7096716685170943,0.9253740507225927,34.83587646484375,0.03125,0.622595920900847,0.958819760508544,26.635482788085938,0.0341796875,0.5673275612693607,1.2465482803392152,22.269149780273438,0.0234375
2096,0.5461002206583028,1.309818813078201,30.74603271484375,0.0146484375,0.6741118505876207,0.962009344974034,30.92373275756836,0.03125,0.6220844654909934,0.9901541138416904,21.341609954833984,0.0439453125,0.5487207226392481,1.2974177396966682,29.183578491210938,0.0146484375
2097,0.5107897346700531,1.2212843703080951,25.96212387084961,0.0283203125,0.6841219971481665,0.9057406422633926,24.75521469116211,0.044921875,0.5550823608121351,0.9385394637779536,21.377059936523438,0.037109375,0.5004294414722916,1.2207037704819315,25.49609375,0.0263671875
2098,0.5827549349315658,1.2540657926097871,20.318115234375,0.044921875,0.7217779530378362,0.9054979679341866,19.025630950927734,0.076171875,0.6464094345781586,0.9450468697240183,16.356563568115234,0.0380859375,0.5724200973207382,1.2813555940263643,21.28042221069336,0.0322265625
2099,0.5612710475951481,1.3914265066862657,21.16469955444336,0.0087890625,0.682779323854824,1.0257071272869633,23.266708374023438,0.0625,0.6259177495673106,1.0635267761626346,16.481796264648438,0.0283203125,0.566621402191778,1.3848430503976163,21.181880950927734,0.013671875
